,Sub0,Sub1,Sub2,Sub3,Sub4,Sub5,Sub6,Sub7,Sub8,Sub9,Sub10,Sub11,Sub12,Sub13,Sub14,Sub15,Sub16,Sub17,Sub18,Sub19
Tri139,2611.328117543051,1297.8010435139872,789.729528402691,703.108387569157,415.30883210581254,4359.582003355459,2635.0758861876707,1126.7801539663456,250.30926865257274,6972.908707394718,1963.087645058924,1332.6381964198588,3087.5282652790033,2000.1635570140613,3209.5114950262373,1272.2865267430325,1012.9403398382308,6526.657147277248,1610.9711937680179,5890.386575212129
Tri140,3742.5920403434175,2975.3329347249896,2712.767686267635,4819.702539552992,2541.520065298705,5481.246423545016,3543.5452289403465,2244.2221320813865,233.00498744916646,4528.830505420636,6791.901868626296,2298.2946634903383,2654.085970837908,3883.2990182721705,4406.822871014071,3624.2039920905327,1224.8339987878053,2385.9957209430177,1602.101224948158,6724.852073331947
Tri141,1632.0816295162315,3339.644857896813,7333.749010712916,5644.991353891101,3053.9804733941755,3192.273160966691,3238.478028168117,2494.651259750735,1537.0279623551335,5940.595862598378,6566.6265410698925,4935.416213495394,2925.484485913075,2375.2821036434625,1344.3669752596752,5133.2012455735685,483.4289837885837,2427.310461676225,1833.8593225201325,4455.833129387689
Tri142,5798.084871028768,3936.288974190537,3150.815390412232,2079.0515438540924,1116.5961945361466,5846.582506203576,2977.2942186753558,7975.431300800332,1314.716373282482,4099.13411523865,6166.752804826005,4191.879947599246,2700.131938945712,3032.192610376806,5381.392808949269,5631.167902684577,1673.0254888341,4193.98787322269,2742.548682780903,2673.753296663184
Tri143,2473.239041525463,1920.170807868132,1295.242341633205,1020.3465924864896,198.1330755599592,2656.856328722347,341.2787245516098,1393.3953637552033,993.1102734738986,2890.080246642783,2978.078110757539,5249.1927784366635,1060.6574951907699,2696.213714021368,2901.834126315866,2900.933967424399,2156.525684932434,1865.8454778358805,701.8517333800113,4629.846355294415
Tri144,2219.7266972670973,4323.353357515436,5921.56053391136,3904.5866626612433,490.11016964627805,6460.668404890944,1986.291976500805,4774.777536628225,3552.138354319143,7790.923137886886,4092.1791541732136,7039.173836390915,1903.8231336837325,4638.25738980491,4658.185936924439,2785.824241340089,2522.455922983543,4940.335993675285,2236.732009496269,7060.340949166412
Tri145,3291.181526783679,1230.1471101611094,2390.270556230017,4829.030824019119,1300.3656981042504,5199.430102510576,3233.205102370236,2776.9815798108507,702.0771269446111,3484.0174132104976,56.92700257175976,2258.710590250253,3980.7096826824923,1094.6123796305667,6806.691437144474,3457.5896980838234,903.5909398279201,2825.828400328309,553.391795782809,4172.378932255271
Tri146,233.30306468201977,1091.2555918217765,4722.742490723655,2355.067832569471,2185.9206319856567,4468.608184437784,3048.0636707734916,3418.071724065981,807.7177302724979,2357.1786745678496,4633.870459724682,4494.365084767075,2926.7059973636315,1461.0681059205551,6776.894383035263,2296.7816881370927,2341.1697966459224,2069.0432296179733,3681.391169428853,2451.0064681024633
Tri147,2745.459961664545,1883.2044408612728,653.8106293780976,3972.830563432381,2224.0218444857896,5536.133380641621,2794.5292622059033,2755.509877752921,689.7642268532021,5010.978085591338,1111.4529712030353,6670.104521013696,4511.846929462557,753.5418450018183,3412.8809183750964,5533.662307101535,2707.507452411372,3294.4469637013044,1479.3517820086138,3682.4285122837123
Tri148,3540.9300387077283,2163.041543613452,3900.916156306189,4912.728473136025,1681.2825424902655,3539.8646319410395,1422.4864265038605,5015.082307672181,370.3133824029444,6325.029587086336,1396.2409618822348,3452.549517680289,621.2542468073979,1163.0850698333984,5615.077979147844,2371.3371226935087,3439.5048403448877,3542.4194048273866,3191.007067630477,8245.183081942336
Tri149,5984.097086474172,2635.994091756801,574.363281693115,5966.193812886105,4456.36887185836,5163.551309516322,2889.935915458909,2836.739107001221,213.51544491664959,4995.516830449251,4353.547973071866,4863.155106716109,1393.329853731077,1290.4623729703526,6792.958270293032,6887.981549697261,4498.1414751466355,4149.522071054051,2489.163303776053,4416.872264535533
Tri150,848.9911473737842,4364.075077915742,143.08147855983054,3168.456603508811,2792.9396522555267,1746.1981454748325,1373.9587966432844,4313.373345948384,1538.527351948841,3406.493943180791,6898.796867333293,3890.446561268316,5501.8438883493345,1071.4703619960874,4086.2553805575785,4657.91419992384,5958.1248265109725,1158.9634378720655,2030.7880899942647,3244.197730830092
Tri151,4726.414348533191,4250.118247984369,3541.1315964474597,2685.621198861546,1563.8106097676525,2745.6288670669032,1213.1300463173745,3502.18669166834,2722.887972123698,3902.6178718267897,5423.920409060233,3594.2021280140484,2322.166774428725,3321.7079024723657,168.74959303788916,3518.720553264174,2705.038911515535,1554.2180043592218,1970.8670433069879,2219.9668854387946
Tri152,3883.7446330887487,2163.2034035455345,2504.773311314534,4950.150840856844,1056.9098479341906,6633.68612838743,2984.531288170158,1421.2846611113046,2188.249907015725,4923.728544188523,26.3641554035674,4117.580592671082,1742.9232974779845,2746.694551278218,6832.769412524045,2731.44585579987,3408.647486424705,2133.666463803132,3671.0338287393156,4884.721084591662
Tri153,5885.973396493402,2063.810922695098,2642.8876416651183,5234.4202957914285,2194.4248147444227,5215.9173330517,1022.1998678017655,8036.090797507336,1003.0438535357004,7473.9065984910485,3482.119394460843,6352.094387059289,5449.352875780195,4973.579693727847,4738.0093602566085,5281.318243347399,2654.374803151124,4097.6445774905715,1418.1424827805372,1348.9703300262856
Tri154,4383.7997062433615,2550.8391998333427,3643.6847903007233,2303.290771053255,1524.47505073276,4190.540962376057,3591.0156036368267,3202.769129411651,2258.548905260966,3236.023049128473,5383.218924451745,5313.439679320573,5062.202424538711,3815.169564490683,7995.0254992481405,5534.841456502515,2496.293938395937,1726.2551541062521,4552.595503697098,7426.278796432378
Tri155,1598.9975912848258,140.77651393760152,1506.5294694271438,175.64616185452863,3470.2808022064264,4552.952490579392,1538.755212825004,3510.9261451840944,3489.8936323095722,3216.1581992874785,5272.874396718695,5579.0566306477685,2028.98226885862,1932.9706570430085,2938.299755550923,2894.4409682812825,5120.901875002426,3110.5261526186187,840.4378402635938,5155.877688698881
Tri156,6879.860945781574,300.8898397796862,4754.606786228035,5193.82642001675,3104.783690922999,2939.8929265200295,1272.6487137052002,2898.491407511704,784.5689253287935,1092.993958898064,4696.602636673097,4477.890962984637,2264.046528867885,4479.3751826230455,4433.067845055821,5989.500676022745,965.8577568188556,250.78239300089714,3299.6072344436684,2568.6381110882003
Tri157,3198.5184071492604,1544.271537357571,1571.4878526413795,783.4344668397357,1517.6858281485706,7380.08084026545,4771.990078305134,3107.628293353785,307.8884935256204,2199.80217617931,4876.943173347341,3540.491824998721,3448.5435180115833,980.5151441792076,3877.773540265622,1151.7575365836735,1478.5570959155878,2466.73360389143,2995.2060941513732,3504.1236441864044
Tri158,2641.611707146817,4179.835807296786,3775.703566389927,1372.3849295632265,2271.002414994772,4584.057561311278,3601.7968960400995,2259.155417597916,1715.0956573461804,156.48502348489012,2119.060308682586,4073.770014696524,1122.9120125967827,2678.752033247113,6996.544543042567,4245.202185841415,1541.7044355251635,1707.0608096215797,2289.494576531609,8146.926235489102
Tri159,2065.610813191908,4095.082163423063,1759.6401491062775,1562.7121601771216,2298.789432046293,6966.717314557863,2258.526608158224,4991.049680721263,2456.432367729909,4404.6781599027,3747.097384152619,2431.490016274511,4695.235282346681,1897.807159086604,3476.8348610640887,2450.665256288947,929.4122202522516,1243.455399602789,1799.732310678842,6978.328561414305
Tri160,5659.481665977917,1571.1941373630746,5563.3443355598865,3679.892827936485,2870.6204820873845,1465.0153414440256,1633.1722613689558,3528.0884277510345,1927.1522653079694,4039.697424607362,723.344100960207,7850.009366294901,1204.6182747165406,2742.801655911246,3765.286026355235,3465.832944417666,2384.785011782749,4638.012330552268,2460.1899493770397,5204.261738152504
Tri161,1611.4660634386978,1962.2631471514385,100.75917823801794,3253.7529246863232,3063.410671102333,2384.7670284204155,2254.746579321456,1483.5605076762522,613.7190207978039,4708.075278113539,1785.9014631783264,4350.778773300406,2887.4350308946528,483.8230209838592,3535.870592657868,1360.0944418035,2542.90251429445,4095.9001605473695,1332.2733641132413,1787.1513961811734
Tri162,3811.656867097016,1973.198224588065,5389.033976791571,3347.5725860223797,2535.677099499083,2358.776508271766,2764.433505825909,2372.5595263964096,1602.8415796019929,1648.6573624017194,1253.0691907136693,4603.638558909796,2154.916113629245,1403.6977140966367,3007.194027160215,4025.9526941587733,621.5852624964041,1486.6417355770639,4401.856516237638,5531.299915185049
Tri163,3234.4478691475897,52.543920663014156,2745.460645992908,2513.464926058969,3373.6688570135657,3888.2223449295757,1323.7339831101606,1318.8358005012449,41.909448537355225,5232.37498967451,3578.8430264844023,6335.442316505308,1809.222562728124,4471.468241384277,4181.0244154629545,3167.5417987648993,456.7890938985666,3596.377981998156,4258.384673378879,3236.9735997904436
Tri164,2208.828201362127,463.93508627918925,957.541957590417,6143.575420515297,1235.5909724999174,4449.1621827982035,2198.6416368078,3428.662710433855,1083.9150747101778,3758.605935338821,2353.6323297550443,3057.61888427809,2525.972626883067,883.4798142176218,4363.612386452943,7557.810203035343,1927.6666285461856,2543.40360057814,3399.284111126657,441.71392320540633
Tri165,5820.453108629961,4668.29151479104,4022.7702155123375,5095.24114870896,5100.822927016729,3240.684158037437,4409.9015357299095,7395.332053548354,1028.8552597761895,4558.9053643911375,4118.048208415501,4202.551075301521,2218.834711844849,1582.3858588856754,3759.309604987959,4636.894038160443,1791.3342135774294,2313.412931023161,2679.61799513593,3392.248319031769
Tri166,7395.6192919840405,6875.214057005891,4024.9959928432536,1924.443564883996,1694.207949175547,5716.218046995009,4455.054364301113,3742.314877569904,1364.8180901512987,2925.8952010904322,6557.099084806696,1247.9168830486494,1027.1325200174963,1699.766869297017,1820.596076291937,3567.951119328129,4627.477153123534,1653.9468820664677,1705.910681412058,2898.425271257756
Tri167,1052.4952329417754,764.6804201623747,617.6830602124022,2060.496432647243,2118.1545198127537,4587.1255253931895,1218.4374703678834,2879.766771518117,3443.433779274657,4032.5719902662768,3692.412482011844,3230.389800348262,2875.112157352823,975.4759979790567,4368.501839189543,6331.979051193835,1420.5009030863846,2470.09947498871,1544.1058085966893,1366.5425887612648
Tri168,5497.633759827673,1406.282254562016,1191.752784790737,3873.942282578956,5453.589651139075,3747.764245577037,3360.856815001033,1670.3451452325596,48.12845779528186,7826.08411446673,2360.132286013833,4813.602788317021,1161.2251852417646,2404.714410129772,8140.653003204853,5192.127105143861,1611.8926687027133,2911.972608830785,1493.091721942471,3839.132288425085
Tri169,1884.3098195942225,3655.2855094694396,2191.8825917692748,2980.519985395589,2462.471658309505,2918.793301541796,315.9022817153026,2734.508057151388,691.8960670210686,3341.856934676986,5914.208333278518,9723.934136492982,3326.410431429612,2950.0666316531983,5920.057763473001,3715.3305280797936,1073.0973820090028,1974.7566333860327,163.45369274484182,4341.903689613124
Tri170,2440.855982457331,1196.924730648697,3818.962289668283,5985.182490900946,2136.100860634871,2622.886122047136,1708.448185479914,869.3851749598929,2126.3589802443885,5197.217816825184,3363.3399395150536,2441.261281552926,185.22968330646862,1297.703123250168,3363.5937752274376,4395.572554013885,1868.176792054693,2442.0839210073195,1523.9819969375924,2530.826376466665
Tri171,2433.682582018923,1242.6034648063871,2710.3156802939416,3795.312209704044,883.1380057302008,2985.2470701385378,4641.5404266524265,3160.595141538642,1123.626457326522,3118.177201120621,4922.209027813985,5803.787075100205,1071.7291032722387,4097.290200580751,3451.5336828672016,4008.9873872845283,1884.4672119650268,103.81197088946637,1666.5356549283135,6088.143824111186
Tri172,4674.064361861562,4749.718517219623,3303.356251089859,4550.253756766286,3684.6395214060512,5034.549815508144,3592.460078308077,2278.107371716629,112.27258057489551,7797.175120614259,3161.985327468589,5078.696211562959,3665.662798641485,3549.9618408097663,4027.2012718136175,367.64371999532943,2661.5569433642113,1456.702578603942,3396.735982798068,3535.694370156307
Tri173,3801.1836201914007,3474.1970243620417,1665.3538127824634,1051.0941886773242,1857.8416892760813,4429.257336075869,2186.252862771881,4689.639466416261,158.81691996429657,2327.740098290672,5956.736755512618,5196.78352564622,760.0745009483893,2011.637732435368,3883.9530770065776,7590.634654841458,5576.322361646036,1197.1393860856447,791.2926409415381,5818.043127422793
Tri174,2224.2591387978573,5735.081852532479,2459.5360303380066,792.0281870018393,2756.0371119507577,5756.807198741002,5202.579606024794,1755.2486488855445,1405.4468453927939,1853.1385657771696,2939.2768091559196,3653.8641653497584,2088.4738656172644,5403.943064018659,7391.5825672469555,3092.8965645719127,1770.7504483176215,1890.546662623816,3568.098245254933,3915.1772276937654
Tri175,6114.497208930852,1703.8393159304928,1820.0252542661428,1901.7214237612134,4894.181840637475,3128.8046753896087,4083.1842260901867,4996.621034961877,201.3794709830911,4115.269642484794,7823.057906690177,7650.390048791999,1123.9296166539136,1102.9031019714466,6771.297211674165,2626.514994553395,3148.048478714097,767.2778943548857,1844.6239841206068,4017.11187457731
Tri176,499.4695679455057,3375.7185880714965,1691.3157000490764,911.91305370204,649.652538518694,2887.956276234617,5505.723472819575,1228.8750871356865,465.3612998390098,4384.821531640155,5943.093820930924,1293.1951572422502,5776.1405840833495,3346.3463572020196,5882.638207112813,3375.2164562217554,6145.586603127446,2964.15588283125,3302.5652821518347,5217.305791032816
Tri177,1614.1004192442597,1251.8109805861536,2054.583197693317,5440.791419243403,3326.231770398847,4365.528484904013,3116.6427213597144,4212.241502711592,1631.287139909307,4846.911489016365,3077.50942357286,2792.2718521523466,1641.527285009004,2920.781641043036,3613.861053392619,2341.428839292819,1378.930270008785,4991.044665353451,2038.210186132296,7843.497928208413
Tri178,4965.897822127166,257.3895606718028,2808.8453577646123,4957.416687721081,3182.2102079156907,5078.444281440639,3353.2007589752,3408.182549808937,1644.552559396463,6617.504561461563,5383.529814495969,3460.748384784234,1743.6713704810543,2734.8125593226723,9471.932698248213,5747.152111563206,6351.219581199647,317.40997482863133,2522.6462148304604,4726.834229981914
Tri179,2170.0311451978087,4727.3172514747885,2579.815503212071,3971.92619711785,1341.412732593389,5188.950131908822,3955.7225727883174,1662.6386785276031,99.14343921647786,4388.460714588912,3338.628291898797,4036.029025820466,1359.044283044371,3412.036173566421,6340.365832069749,1785.3530732066558,1935.0793341387234,4004.6546823502345,2959.5431419065912,7086.591115488004
Tri180,5608.323443494101,1976.8155779748106,1524.6658582050445,3475.3879243599017,2481.242130685016,5839.16248803432,2660.479346003412,4507.377259609683,1205.9428720924566,657.5329242308621,4335.486534435696,3543.6265662628166,1371.1400802678145,1652.6277092744117,4334.445841920494,4387.430003803956,2126.1183177357652,4032.516627778466,2687.2296778051505,4019.1344539914476
Tri181,3514.5422888847943,9612.953879026863,5196.227045243732,2384.909117012505,4897.342837547013,3624.024078581722,1816.5367156089367,2650.917190215492,1505.2202683078,5335.592035123257,3078.953866090135,7455.637883892287,3433.5020831500437,3243.582164152519,2164.9735590319915,2615.274475599887,2183.9680967191275,3224.9689482581616,3083.136888752134,1556.5419538893811
Tri182,3175.7236655417405,4647.024329981748,2533.048666724742,3262.2040152754994,917.2667203536822,4038.269123180553,5584.348279199646,3231.3628854907865,1513.3626915393909,7275.2825854426355,5344.884709282384,4924.116181573928,2270.981471996293,6359.92623161624,5807.617263009316,7080.9859150879565,2583.875517522676,1383.0180653055338,6414.9483628688295,5869.4865560650705
Tri183,1538.243263326224,4010.430709938537,2230.788647637067,2195.2572251542238,66.93326906338781,4293.233609453579,2110.0092944143225,4043.907602652615,2425.665782429008,5939.446442086045,4884.592459510411,1911.0568098827343,610.2109545426006,2124.138509544192,5767.8657884269005,5074.473632909059,325.2555134182805,2519.4109554791416,2277.509273821084,178.42046576733452
Tri184,4065.413416267391,789.7231648232993,3728.378187179409,2950.0327881546496,1414.726529825672,5269.32447645791,426.38434920382,4230.517996187128,2760.429194204225,3038.6343956086353,3494.508665527953,4166.097624398552,2617.134191047664,5384.5861622259135,2592.300326240301,7853.886345754146,2011.2675729750595,642.7528108103113,1239.8867949391679,3857.855990105017
Tri185,6927.587000600725,1615.9782383933468,3091.6108616838965,1065.9297531592167,902.616026025976,3349.2395864715168,3937.9269737500454,5159.906522222568,112.50826942348611,4264.324352621682,2633.796370407764,6001.104305312509,3560.9942881698653,2725.1972017252183,8218.881399798434,5743.8371689521,2421.4468571948732,4392.8787816350205,1773.447155305504,3907.113004877851
Tri186,4394.417949979147,4575.487030711182,2118.2990184659216,5850.706322925063,1557.9000470320493,4302.415860745325,1876.362432930484,2663.485601283132,1193.0108601797626,7901.504021207781,4995.132087424598,2684.570324016469,1817.823854329511,1419.1241294436468,7409.9915812505615,6998.815996888891,3547.204403762376,3203.433948412201,593.9579177507429,5516.957733421073
Tri187,3293.861178735512,1769.340192757229,2718.763738356488,3583.0911249272176,3265.609888451584,3054.819688495665,3543.771775014889,1090.5428932577213,555.3341083667285,4526.0375436325485,1326.2206664392588,2718.621380995631,2712.924180874874,4991.748982752469,5934.441472314019,4972.7885499644235,142.60152196579526,2622.870182256422,724.0970340106088,4003.588960999771
Tri188,4235.1378179473295,1643.677916188074,4139.911088918943,2981.6399685620613,1235.541204421328,6554.0786857043,2001.82539793254,3438.808604265524,1356.683017946117,816.8825885544386,3414.708059635989,1685.3309483049882,670.4751045056669,2789.0659927086012,6098.812745843726,4213.280659904545,113.47598946081959,1407.921195431239,1149.1311667506654,3211.654999825409
Tri189,3797.665939685635,4691.6863151200205,2897.8324968258785,4200.813202361241,3579.990176766948,5296.068133819956,1914.61985011057,1102.462985861165,1993.7019105802888,4753.568734615452,4225.017922679432,9924.743996465591,2324.67761621205,3739.903602515528,3635.2052112714055,6550.967821075698,3996.972257903544,2930.12711720836,2505.826235388048,5994.527362359331
Tri190,3858.799521821421,3610.004107220142,2613.9248249741518,3677.201224036705,4358.602552522837,4829.618018867117,4544.831028694433,3969.836648240336,1869.806440513066,3418.2168835039256,3968.2592214431543,2403.1835790976857,1024.9816278428896,813.7012060569423,9784.058248790943,2358.600349398073,270.51996676863916,763.253224323732,1705.2204011812305,5926.3918050321545
Tri191,3636.0619746660527,1369.359008295805,2944.7096332718666,2276.9339344595555,4544.8894607575485,9499.207865840357,1553.17281390912,39.47802285981861,177.405276255154,6744.052706829382,1726.8136166897507,4945.899791980732,1768.1225609591104,1238.0028812647595,6632.8399049669715,5259.313571206104,976.0490671299852,2884.079391971502,1088.6690187026816,2031.9478701390344
Tri192,4370.100661276998,2999.192546928234,3772.9993897416853,1532.1696215358054,5555.62551528005,1365.222159009916,2739.932951185177,5302.695736637324,2510.3511540773125,4237.519027951238,3290.154568076889,5817.786067378015,972.7268920968236,262.46763937569574,6257.011602319478,6366.6136004243135,854.5595838772931,4034.2911710254607,2758.887512505152,4464.179685276406
Tri193,735.5640263009918,1792.2939463102994,3185.3120163089393,4194.133239890012,1211.1918816570735,2112.9694448481746,4833.800018292455,2702.495391005244,598.585294889739,3376.3104421180824,1993.6110506320608,7625.836685914108,839.2198610810327,2143.9437169266275,1655.3194277496625,8389.797111566986,2214.970307358114,3713.6183321874214,5580.902870727812,3359.720775313
Tri194,2157.369584433872,4009.4363476985714,3639.9496442479744,2010.041660638982,61.918759383240655,2476.3664766778834,3399.3535937302136,4690.1346334349855,20.450008564541488,3485.463576274376,2536.004509212691,4140.788598216077,2205.5187748258786,2406.335607269654,4364.610305261967,3080.369288114221,1817.273600796952,3246.060725137712,3952.4169899947196,3443.4277481898303
Tri195,1830.5985752932872,3187.9506717591075,1146.149709015024,1680.3379899161325,3183.7782645018374,4585.629639997296,1739.4336712661946,2424.666676787522,2121.645205001633,2795.3902982917675,3225.040302579275,4051.4291069806172,5361.456779428095,1622.5855120756823,4706.542759173649,4597.535179277,2384.400627862988,1651.3183653891556,1094.7893157821609,4803.39763864502
Tri196,3432.249786773446,2108.5968615804472,1605.241485743187,8533.63608806872,1154.0064944455032,6338.005693843252,3541.8860324927623,3547.2948656386134,1627.9074614572744,4508.686185918274,2556.1730757459673,3684.3697322020057,3101.574395316075,1729.5514237590598,3793.735995785531,4994.6405078591415,2563.017291239413,7403.116200664928,7307.18242135871,6961.657202683804
Tri197,3466.3448594519286,3832.1471821357386,2080.887499139741,4235.003140999247,4241.743887797497,3522.7871782477832,2944.165033607959,2454.411888927583,2404.458532882008,5645.6311027820275,3194.584548058844,6920.201960380275,3927.416142131947,3990.8839354185498,5085.358526761356,4857.991863371764,3629.506672349005,828.3600694380012,1041.6547447584483,7393.809018209285
Tri198,3233.288207127045,2646.4154871913674,5237.199685451802,4069.782891956637,3522.9548672598908,1653.8913851846787,684.421304176444,1569.3720021929569,1975.0324478537225,4215.224025682782,3746.695595406821,4181.455995361371,961.2542249367792,717.8589452084362,2295.146635420746,3851.837882122399,213.32104181740812,3989.968363748352,1733.263609356559,5380.8955459360795
Tri199,5781.1249902390855,3646.0243368774513,3790.8750077454774,3590.2829187625157,1733.6766075876785,6884.485609853637,1898.086045860808,3184.7160003344206,563.8126544170137,2484.787050367681,6298.6920390839405,3379.3096361003113,3741.537051258301,4307.847911121041,6045.577901980025,3164.799564380368,2828.717274349761,3940.2898479460637,1216.6143944493988,552.4984176771359
Tri200,5928.1540126506725,5307.355497801587,1243.5279539565895,4393.269337982451,2105.051145746912,6726.9703204116395,1189.1186006959847,2828.3252231064807,1169.024574349807,4654.853933654317,3102.2811451924267,3501.5566018615004,3931.501530641146,437.297097469445,5425.4953835424485,2406.203990289163,2442.906804391217,2340.4348476537593,3850.076440387063,5476.74060664958
Tri201,2544.063551031113,2014.136027263314,1972.0598016915467,4241.620843929292,6071.555392748469,5713.670743170073,4182.713021206056,1097.680848600111,2606.1107893854887,3581.768131126681,3912.168268879153,4186.36564502808,4489.0111905317935,2310.0312547504354,2812.4835491875842,10982.48493006874,2946.3071834226857,3316.053758891593,1515.218051832324,3783.5220466057867
Tri202,3798.312749510861,577.3407384706512,2210.824444285173,3729.526793030359,767.4709485585022,5814.590041569955,3148.826090382077,1964.6160183489,1352.5891441701394,2724.6576084894377,2561.7551700629997,3341.6065116262653,1641.6367559701396,650.4833678429229,9153.814526746724,3838.549340863284,3910.4503717588564,1736.0946495944695,2263.209163236977,3834.9503636346053
Tri203,4127.498715994343,76.13665137113689,633.0338861880492,6356.29602912692,3016.6872794549267,8591.365244152092,2895.0859270743513,3045.92458208058,610.7751691039092,4832.098870815241,2638.7257255047252,3951.194741174561,1442.1710950186362,3740.9200133262752,7585.672677412596,4793.0499597273765,2012.398757359676,2650.104895147448,2807.1655765984287,3463.58885715982
Tri204,2128.160397770065,2165.4887834284727,1278.0593179356767,4859.637928648431,1745.4825625059902,4409.675440539088,1379.107501304646,7114.298368827874,1737.281166112294,4633.493004166717,5778.818196910127,4767.502774118604,3411.340221034661,2985.3704340881995,4243.453047967978,3733.634179296929,2250.009175443133,2045.54037801658,3019.4161339036436,6382.048650036092
Tri205,3005.8620006623223,1156.6532633473805,1815.154412935266,6036.153397827728,1499.6097949553473,8999.983965592477,2521.246459379378,872.1120823974995,734.7531313848348,6735.8425960692675,3306.241539924032,2607.780908537707,2210.8016958401818,1845.4535341678784,6332.361501465151,6444.916010467184,1599.381758479917,3212.1111246655723,7930.422240092479,2920.488267025693
Tri206,4116.792896772772,672.0946163511102,2427.052399981856,4098.522279737425,2591.93859247656,6527.687539212826,4790.8961963518495,5034.344763446783,845.0227758235782,5799.459748553159,3207.5772034172205,7892.5890414724245,2350.7571966764967,1870.0634847805725,4275.771460897407,4414.092775368791,2508.895107329953,1813.2440483471664,2713.214191339397,2707.202994334949
Tri207,4747.304768190119,2310.4710885847394,358.92243124742834,4205.929192249882,1468.5744745182376,4905.542578565339,1001.7765910981303,3330.7816134748273,2353.33678887537,5724.629245921892,6477.92566568922,4843.021570721529,2207.1536456488197,2994.1995221096668,5100.546553115645,1136.4137157052028,2381.452270249921,2948.600566018965,545.1477485734607,3751.0486060107537
Tri208,4635.300448419232,125.03717192847564,3124.9532725755626,3930.070889868429,6728.423049978593,4185.978397371346,2582.9038771999385,459.2285860751157,2070.8485325754223,3511.132822375644,1761.1556247020935,3518.045915937689,2614.7795825912303,3402.870583118698,5161.439933846819,4426.560585945717,3303.5545807631206,3301.621376470303,1010.0048836165809,3192.363007913676
Tri209,2873.264545596051,1108.8011515280625,3870.695949596488,3748.7585684212813,1162.219788673876,3412.406131355532,3404.995947447665,3043.2497630827643,455.8590382078724,5517.9480082721775,3931.972792759804,5120.857600246327,3231.043942715681,3532.6503361877485,2782.7214346092906,6154.502667884927,3978.9477401639174,2144.710605610624,1880.9601719980967,5294.069453923477
Tri210,3464.8375644087128,1197.0611562465908,2866.1128147288287,4139.2272398249215,2423.6464218133297,8675.683394466725,2487.18544470682,4525.5922341149735,713.0073855219944,2320.8876835726737,4868.842145270722,8446.745993703207,784.1403808937528,4583.153579485135,7776.094616024467,6617.508817649823,2135.8375899225252,3982.254578870085,2789.9659382195673,3218.75088708016
Tri211,1715.3143078924447,4927.185189356621,4193.699799951104,4043.683788467129,1747.9834710152857,2006.4924913233936,2846.100584215445,4158.216570072383,1084.2423400034256,4789.019565595146,1062.5290587547497,4360.784893332408,4353.519506775595,3847.260572294753,2396.410134779037,2713.043177920683,5129.007615733499,2969.523366709747,1368.3876116651954,7915.200342455337
Tri212,2935.9270242873376,5912.21360659322,2101.931857845226,3418.85449769004,1583.2936677682114,4199.127984613531,1838.9722432625888,5380.978422708627,59.592591869131134,6963.675499689168,442.027247570946,2837.7601916260833,2833.589423392909,456.2024530989392,2940.3869926436932,7587.189388405769,4875.5586494662675,4916.819994569531,3868.1944515246996,2063.9730915542195
Tri213,7004.853550597459,2251.581043257415,3418.0157462772886,3438.5639002189423,761.5478148223303,2161.7257307181026,783.4592839853754,5292.055791666504,2191.5031359464074,4980.920454136103,2193.236166305885,3418.6242832551347,3774.858962851498,3985.661669266559,4799.488751355679,4824.5802695537295,631.7991191505696,1683.7318952059954,1092.4948586394016,2133.0477175054284
Tri214,3517.470263695892,1380.7830765523527,166.2398456294456,2970.83793136516,3094.908770377533,4758.513750232166,1246.1363829972709,5400.248692635739,1777.849747272455,6855.279874201512,5460.535676527035,5750.204188903198,1253.320022127181,3370.22762993849,6670.686520349093,6120.1105514063265,2748.1639028410973,6968.925410757997,2977.6869463871044,2159.2725764676197
Tri215,2625.477954268735,1615.3839942088696,1519.8183877090921,5807.586042168263,2242.5650587458936,6884.55689463929,2171.802933134153,1924.0870566300753,2632.014748340075,3268.299679619864,3769.5674590815497,5881.475056108744,792.6878062850462,2882.1968826050124,5213.917463041425,2614.586171355021,4687.194077710499,1454.65302260458,1664.1808047611746,1369.4620695742876
Tri216,2248.6319285777577,1278.9941329040664,2400.6974148354434,6412.737808760211,748.3811522401493,3511.497625663895,792.3916332891304,1514.4936757447094,50.26517563556654,1734.3350956572979,1971.128152172601,4817.5169782091525,3826.185049106548,141.73080038895299,4131.018318007455,2143.207978815738,3443.266287441335,2648.0169599344226,3531.7391885097886,4121.053864139605
Tri217,73.83951768862752,4033.930710642173,538.2755579800627,3085.58479520915,2062.625014634887,6340.823056309246,3769.308608517159,3230.317824688512,2176.3092532979176,3585.570708301924,4551.348231231042,6096.189121893985,1126.925306606787,5372.920752325406,3787.0203688311462,4090.0144439721507,2726.157597857403,3502.553482137112,2649.7998573563937,6125.12774425029
Tri218,3224.8862364236793,424.9577981329802,1705.1598612760833,1971.9202961378567,2557.586276643657,3213.4804728590416,94.79448925602564,1876.873154463544,1634.3621272691016,4045.345527702136,2714.566618851054,2834.252282182172,1328.5403736693975,1839.609099974926,3026.607119433272,5225.542201968407,3510.827758606485,2585.39192109406,3751.436730184184,3775.3671626536293
